question,query
Get the credits from courses along with matching salary from employees.,"SELECT courses.credits, employees.salary FROM courses JOIN employees ON courses.id = employees.id;"
Get the customer_id from orders along with matching name from customers.,"SELECT orders.customer_id, customers.name FROM orders JOIN customers ON orders.id = customers.id;"
Get the customer_id from orders along with matching name from students.,"SELECT orders.customer_id, students.name FROM orders JOIN students ON orders.id = students.id;"
Show all grade values from the grades table.,SELECT grade FROM grades;
Show all price values from the products table.,SELECT price FROM products;
Get the order_id from payments along with matching signup_date from customers.,"SELECT payments.order_id, customers.signup_date FROM payments JOIN customers ON payments.id = customers.id;"
Get the name from products along with matching id from departments.,"SELECT products.name, departments.id FROM products JOIN departments ON products.id = departments.id;"
Show all department values from the courses table.,SELECT department FROM courses;
Show all name values from the departments table.,SELECT name FROM departments;
Get the credits from courses along with matching gpa from students.,"SELECT courses.credits, students.gpa FROM courses JOIN students ON courses.id = students.id;"
Get all rows from payments where id is greater than the average.,SELECT * FROM payments WHERE id > (SELECT AVG(id) FROM payments);
Show all id values from the students table.,SELECT id FROM students;
Get all rows from products where name is greater than the average.,SELECT * FROM products WHERE name > (SELECT AVG(name) FROM products);
Get all rows from payments where id is greater than the average.,SELECT * FROM payments WHERE id > (SELECT AVG(id) FROM payments);
Show all department values from the courses table.,SELECT department FROM courses;
Show all major values from the students table.,SELECT major FROM students;
Show all course_id values from the grades table.,SELECT course_id FROM grades;
Show all name values from the customers table.,SELECT name FROM customers;
Show all hire_date values from the employees table.,SELECT hire_date FROM employees;
Show all gpa values from the students table.,SELECT gpa FROM students;
Show all signup_date values from the customers table.,SELECT signup_date FROM customers;
Get the grade from grades along with matching major from students.,"SELECT grades.grade, students.major FROM grades JOIN students ON grades.id = students.id;"
Show all title values from the courses table.,SELECT title FROM courses;
Show all total_amount values from the orders table.,SELECT total_amount FROM orders;
Get the id from courses along with matching course_id from grades.,"SELECT courses.id, grades.course_id FROM courses JOIN grades ON courses.id = grades.id;"
Show all category values from the products table.,SELECT category FROM products;
Show all total_amount values from the orders table.,SELECT total_amount FROM orders;
Show all department values from the courses table.,SELECT department FROM courses;
Show all category values from the products table.,SELECT category FROM products;
Show all name values from the employees table.,SELECT name FROM employees;
Show all signup_date values from the customers table.,SELECT signup_date FROM customers;
Show all grade values from the grades table.,SELECT grade FROM grades;
Show all id values from the products table.,SELECT id FROM products;
